,a casa de,a el cielo,a el de,a el día,a el fin,a el general,a el hombre,a el instante,a el joven,a el lado,a el llegar,a el menos,a el mismo,a el otro,a el oído,a el oír,a el parecer,a el pasar,a el pie,a el principio,a el pueblo,a el punto,a el que,a el señor,a el suelo,a el través,a el ver,a el y,a la cabeza,a la calle,a la casa,a la ciudad,a la de,a la hora,a la joven,a la luz,a la puerta,a la que,a la sala,a la vista,a lo que,a los ojos,a los pies,a los que,a mí me,a que se,a su casa,a su hija,a su hijo,a su lado,a su padre,a su vez,a todos los,a un hombre,a uno de,a ver a,a y a,así es que,cada uno de,cada vez más,casa de el,casa de la,cerca de la,con la mayor,con lo que,con los ojos,con que se,con toda la,de a el,de el alma,de el amor,de el brazo,de el camino,de el cielo,de el conde,de el corazón,de el de,de el día,de el ejército,de el general,de el gobierno,de el hombre,de el joven,de el mismo,de el mundo,de el padre,de el país,de el pueblo,de el que,de el señor,de el sol,de el todo,de el y,de la calle,de la casa,de la ciudad,de la familia,de la joven,de la madre,de la mano,de la misma,de la muerte,de la mujer,de la noche,de la puerta,de la que,de la sala,de la tierra,de la vida,de la y,de lo que,de los dos,de los hombres,de los más,de los que,de manera que,de mi alma,de mi padre,de mi vida,de que el,de que era,de que la,de que no,de que se,de su alma,de su casa,de su corazón,de su hija,de su madre,de su padre,de su vida,de sus ojos,de todas las,de todos los,de un hombre,de un modo,de una manera,de una mujer,de una vez,de y de,de y el,dijo a el,dirigiendo se a,dos o tres,día en que,el alma de,el amor de,el brazo de,el camino de,el centro de,el corazón de,el cuarto de,el cuerpo de,el de el,el de la,el deseo de,el día de,el día en,el día que,el día siguiente,el estado de,el fin de,el fondo de,el hombre que,el jefe de,el lado de,el llegar a,el mismo tiempo,el momento de,el momento en,el mundo y,el nombre de,el objeto de,el padre de,el pie de,el que no,el que se,el recuerdo de,el resto de,el rostro de,el ruido de,el través de,en aquel momento,en casa de,en el acto,en el alma,en el camino,en el campo,en el centro,en el corazón,en el fondo,en el mismo,en el momento,en el mundo,en el que,en el suelo,en este momento,en la cabeza,en la calle,en la casa,en la ciudad,en la mano,en la misma,en la noche,en la puerta,en la que,en la sala,en la tierra,en la vida,en lo que,en nombre de,en que el,en que la,en que se,en su casa,en todas partes,en todos los,en una de,en uno de,en voz baja,es lo que,es preciso que,es que no,ha de ser,la cabeza de,la cabeza y,la calle de,la casa de,la casa y,la causa de,la de el,la de la,la esperanza de,la familia de,la fuerza de,la hija de,la historia de,la hora de,la idea de,la luz de,la mano a,la mano de,la mano y,la mayor parte,la mitad de,la muerte de,la mujer que,la noche de,la presencia de,la primera vez,la puerta de,la puerta y,la que se,la sombra de,la vida de,la vida y,la vista de,la voz de,lado de el,lado de la,las manos de,las palabras de,las puertas de,le a el,lo mismo que,lo que es,lo que ha,lo que había,lo que le,lo que me,lo que no,lo que pasaba,lo que se,lo que yo,lo único que,los brazos de,los de el,los ojos de,los ojos y,los pies de,los que se,luz de el,mayor parte de,me parece que,momento en que,más de una,más o menos,más que un,no es verdad,no hay que,no se le,no sé qué,otra cosa que,para que no,para que se,parte de el,pero a el,por lo mismo,por lo que,por más que,por otra parte,por primera vez,por qué no,por su parte,por todas partes,puerta de el,puerta de la,que a el,que a la,que acababa de,que el de,que en el,que en la,que en su,que era el,que era un,que es el,que es un,que había sido,que iba a,que le había,que me ha,que no era,que no es,que no había,que no le,que no lo,que no me,que no podía,que no se,que se ha,que se había,que se hallaba,que se le,que se me,que ya no,que yo no,se a el,se a la,se a los,se a su,se acercó a,se de el,se de la,se de su,se dirigió a,se en el,se en la,se en su,se puso a,se puso en,se trata de,sobre la mesa,todo el mundo,todo lo que,todos los días,todos los que,un hombre de,un hombre que,un momento de,un par de,un poco de,una de esas,una de las,una de sus,una especie de,uno de ellos,uno de esos,uno de los,uno de sus,y a el,y a la,y a las,y a los,y a su,y con el,y con la,y de el,y de la,y de las,y de los,y de su,y en el,y en la,y en las,y en los,y en su,y le dijo,y lo que,y no se,y por eso,y por la,y por qué,y que no,y que se,y se puso,y si no,y sin embargo,y sobre todo,yo no sé
nh0057,1,1,3,2,10,0,0,0,0,4,0,1,2,0,1,0,0,2,1,1,0,0,5,0,4,4,6,3,0,5,0,1,1,2,0,2,0,5,0,1,4,3,2,2,4,0,3,2,1,6,0,4,1,5,4,0,0,0,2,1,0,0,0,0,6,3,4,4,4,3,3,7,0,4,0,6,2,8,0,0,2,8,1,2,11,3,5,7,6,3,1,1,3,3,3,1,2,0,2,2,5,0,8,4,2,4,1,1,18,3,12,1,6,3,8,1,0,0,4,2,2,8,2,10,1,2,1,0,0,0,6,0,4,4,5,0,2,1,10,3,3,0,3,0,1,1,0,2,1,1,2,0,1,4,6,0,4,2,0,2,3,2,2,4,1,3,0,2,0,3,2,7,2,1,1,5,6,1,3,0,1,4,1,1,1,3,0,1,1,1,3,1,0,0,2,3,0,2,3,2,2,3,4,1,3,3,0,1,8,1,0,6,5,6,3,1,2,3,4,1,11,0,3,5,0,0,8,0,1,2,7,3,0,0,7,2,1,6,0,5,4,3,6,0,0,2,5,2,2,3,8,1,0,5,4,1,0,4,0,2,2,0,4,1,2,23,3,1,5,7,8,0,17,1,1,3,2,6,1,4,4,2,0,3,3,4,11,0,2,3,3,2,4,7,1,1,0,1,5,5,7,1,8,2,2,1,1,11,1,1,5,4,1,1,0,0,3,4,1,1,0,1,3,3,0,8,2,9,0,15,3,1,0,8,9,1,0,3,2,2,3,0,2,4,1,0,3,2,1,2,0,4,4,5,11,4,1,3,3,3,9,2,1,11,0,4,0,7,12,2,20,7,4,6,4,2,0,7,6,1,3,1,2,2,0,0,3,0,7,3,0,1,1,4,1,1,6,4,8,0
nh0058,2,3,2,0,4,0,3,2,4,9,3,1,4,1,3,7,4,3,3,5,0,1,7,2,10,0,24,1,1,8,4,1,0,0,6,1,7,3,1,7,0,0,2,2,3,1,3,3,2,0,0,1,0,0,1,1,1,5,0,1,0,6,3,2,1,2,1,3,2,0,1,0,1,0,0,0,0,2,0,1,0,0,4,0,3,2,1,1,12,1,6,1,1,7,11,7,3,2,8,3,3,0,1,4,3,4,1,0,4,0,11,0,2,4,5,1,0,0,0,0,2,0,2,1,1,5,1,1,1,1,3,0,1,1,1,1,1,0,5,3,0,0,3,0,2,0,0,1,0,3,0,1,1,2,1,1,1,1,3,0,3,0,2,1,2,8,2,4,2,0,0,1,0,0,3,2,3,0,0,1,3,0,2,4,5,0,0,1,4,1,3,2,1,4,5,6,0,1,7,8,4,2,1,0,3,2,2,1,0,1,0,0,3,1,4,4,4,3,5,4,2,0,0,1,2,3,10,18,4,3,0,3,0,3,0,5,0,5,4,2,1,1,1,8,2,2,0,0,4,0,13,4,1,1,3,0,7,1,2,0,1,3,2,1,1,2,0,3,4,0,1,1,6,4,0,3,0,3,1,0,1,1,7,0,0,0,1,1,2,0,0,3,1,2,2,2,4,0,2,1,2,1,4,5,3,5,1,10,0,3,0,1,3,0,2,1,1,0,1,3,2,0,0,1,3,3,2,2,5,11,0,4,1,4,0,0,1,7,9,2,1,1,9,3,1,2,4,8,1,0,1,0,0,3,3,1,0,0,1,1,4,0,0,4,0,5,0,1,11,0,18,5,1,2,1,2,5,6,6,0,4,2,5,3,0,3,2,0,1,5,1,1,1,0,0,0,2,1,2,0
nh0059,0,0,2,1,6,0,5,1,0,11,5,1,1,1,3,1,1,1,4,0,1,0,6,1,2,4,4,0,0,10,2,0,2,1,0,1,7,6,0,0,1,0,0,4,0,0,1,0,0,6,0,4,3,0,2,0,0,0,1,7,1,1,0,0,1,2,3,3,0,0,0,2,1,1,0,3,0,3,0,0,0,4,0,3,1,0,1,1,19,1,3,1,2,4,7,0,1,0,0,1,0,3,1,7,4,4,4,5,8,1,13,0,7,0,16,0,0,0,2,3,2,1,2,3,2,0,2,0,0,0,3,3,2,8,2,0,5,1,3,7,0,2,0,1,0,0,0,0,3,1,1,3,2,2,0,2,3,0,2,1,1,0,8,0,0,12,3,1,0,0,0,4,0,0,2,2,5,2,6,0,5,4,0,1,1,0,0,0,2,1,10,1,0,0,11,6,0,0,8,2,0,2,1,0,2,6,5,1,2,3,3,1,0,4,0,4,5,0,4,0,0,1,0,2,0,2,2,1,1,0,1,1,2,0,2,0,4,2,1,2,1,1,2,1,2,0,0,2,3,3,13,3,2,3,3,1,0,3,5,1,1,0,4,0,2,3,2,2,3,0,0,1,1,0,0,0,3,0,3,0,4,1,1,0,1,2,1,2,0,2,0,2,0,2,2,1,4,0,2,0,3,0,0,0,6,1,5,4,0,2,3,4,5,1,2,0,0,0,2,7,2,1,0,0,3,3,3,2,4,4,2,12,0,10,0,2,0,1,1,1,0,0,1,2,2,1,6,7,4,0,0,3,6,3,9,2,3,2,2,8,1,7,4,2,1,8,4,1,7,3,13,7,3,1,2,4,5,17,9,11,7,6,7,5,7,4,4,0,1,1,0,4,0,6,2,0,2,4,0,0
nh0060,0,0,6,5,2,0,6,0,0,12,4,1,5,3,2,4,1,4,5,7,0,1,5,2,1,0,7,1,2,5,1,1,1,1,0,3,10,3,0,1,1,3,0,5,3,3,0,0,1,2,0,2,5,2,4,0,6,3,3,3,2,2,0,1,2,8,0,1,2,1,1,2,1,0,0,0,6,3,2,1,2,8,1,5,13,0,4,2,16,0,3,0,4,9,5,0,1,0,2,4,1,0,7,2,1,4,2,3,6,7,15,3,2,4,9,8,0,0,1,3,4,3,3,6,0,0,0,0,2,3,2,2,5,13,4,10,0,3,5,0,3,2,0,1,8,0,0,6,2,4,3,0,0,8,5,1,2,5,1,6,5,1,11,0,0,12,3,5,9,1,5,7,1,0,4,6,3,1,0,0,3,0,3,2,0,0,1,0,5,2,15,0,7,7,3,1,4,0,6,2,0,5,4,1,6,11,2,0,1,2,0,9,6,14,1,2,3,3,2,3,7,2,4,2,4,1,5,6,1,3,1,2,0,0,1,1,3,3,4,8,2,2,4,3,1,0,0,0,2,0,18,1,5,0,1,2,1,3,1,3,2,1,1,3,3,8,2,0,5,2,3,1,7,5,3,1,1,4,4,0,8,2,3,7,2,3,5,0,0,2,5,6,3,3,3,0,1,0,0,0,3,1,8,0,8,8,5,12,0,8,5,2,3,0,1,2,8,2,0,3,1,1,6,3,3,2,3,4,1,12,2,5,0,9,0,7,1,2,4,1,4,5,2,2,1,1,9,13,1,0,0,1,1,10,6,4,3,8,4,2,3,5,8,6,4,7,0,11,7,2,13,2,0,4,3,3,2,3,4,2,4,2,11,5,2,4,5,1,1,2,0,0,7,1,0,0,4,2,2,2
nh0061,0,0,2,4,9,0,0,0,0,3,1,1,2,2,0,3,1,1,3,1,1,1,2,4,0,0,3,0,1,1,2,6,1,1,0,1,2,3,1,0,2,1,2,0,1,0,0,3,3,3,0,3,1,0,3,1,4,0,0,5,2,4,0,0,0,0,0,0,2,0,0,1,1,0,0,0,1,1,3,2,0,0,2,3,3,1,0,2,1,6,0,2,1,0,3,5,1,0,2,0,2,0,0,1,0,5,0,1,1,3,9,0,2,0,1,0,0,0,0,1,0,2,0,3,0,1,1,0,2,0,2,0,0,0,2,0,0,1,6,1,0,1,2,0,0,1,1,0,1,1,0,1,4,1,3,0,0,0,2,4,2,0,3,0,0,3,0,2,1,0,2,1,0,3,3,0,3,1,2,1,3,0,2,5,0,0,3,1,0,1,2,1,1,1,3,4,0,1,1,2,3,1,0,0,1,2,0,0,1,1,1,3,4,4,2,2,2,0,3,1,2,0,0,2,1,2,0,4,1,2,5,1,0,0,1,2,1,0,4,3,0,0,0,0,0,0,2,1,0,0,2,0,3,0,3,1,0,2,2,0,1,1,5,3,0,1,0,1,0,0,1,0,1,4,1,1,1,1,2,2,1,2,0,3,0,6,0,0,1,0,2,1,1,0,2,1,0,0,4,0,4,1,2,5,0,2,0,4,3,3,0,0,0,3,0,3,0,0,1,3,2,3,0,1,1,0,0,1,0,3,1,3,1,8,7,0,2,2,8,2,1,3,4,2,0,5,3,2,2,1,6,1,0,3,3,0,0,1,1,0,1,2,0,5,1,4,4,1,11,2,6,5,1,1,6,1,2,3,3,0,2,1,2,2,1,0,0,2,1,1,1,1,3,1,0,3,0,1,0,1
nh0062,3,4,0,2,2,0,2,0,0,4,0,3,0,0,1,0,0,0,1,0,0,0,2,3,0,0,2,0,0,1,2,0,0,2,0,0,3,3,3,0,0,0,0,0,2,1,2,1,0,1,0,4,1,0,0,0,1,0,0,2,1,2,0,0,0,1,1,0,2,0,2,0,0,0,0,2,1,1,0,1,0,0,0,1,1,0,0,0,2,0,0,0,1,1,8,0,3,0,4,0,3,0,1,1,0,1,2,0,4,0,3,0,0,0,1,1,2,0,0,1,0,1,1,0,1,2,1,0,2,1,3,0,0,1,2,0,1,1,1,1,0,3,2,3,1,1,0,1,0,1,6,7,1,2,2,0,1,0,1,2,3,0,1,3,1,5,0,0,0,1,0,2,1,2,1,0,2,0,1,2,0,0,2,2,1,0,0,0,1,2,2,0,0,0,1,2,0,2,4,1,0,2,1,0,3,0,2,0,0,0,0,0,1,4,1,1,0,2,2,0,1,2,0,0,0,2,2,5,0,1,0,0,0,2,0,0,2,3,1,0,0,4,2,0,0,0,1,0,1,4,6,0,0,0,1,0,0,1,2,1,2,2,0,2,0,1,0,0,1,3,1,2,1,1,0,0,0,3,1,0,0,0,0,2,1,0,1,1,1,5,0,1,4,0,0,0,0,0,1,0,0,2,2,0,0,1,2,3,1,1,0,0,1,0,0,2,0,4,0,2,1,0,0,1,1,1,1,0,0,4,0,2,1,1,0,0,0,1,2,1,1,0,3,1,1,2,1,3,1,1,1,1,7,0,2,1,2,1,0,0,1,1,1,3,1,1,0,1,3,0,7,0,2,0,1,0,1,1,3,1,1,1,4,2,0,1,0,1,1,1,0,0,2,1,0,1,0,3,1,1
nh0063,0,1,4,9,23,0,8,1,1,10,6,8,6,7,6,9,4,6,0,9,1,2,29,31,5,0,27,6,2,7,22,3,3,10,2,1,6,6,8,2,12,0,2,22,6,6,8,10,3,8,6,7,7,6,4,10,5,15,3,2,20,7,9,3,10,11,9,2,7,8,4,7,2,1,0,6,3,9,1,0,0,9,1,3,10,4,1,5,16,38,3,3,4,8,34,1,10,2,1,5,8,6,3,2,7,10,3,3,9,3,40,4,9,2,22,9,1,13,0,3,1,6,10,17,2,4,5,2,4,24,7,3,2,2,7,2,3,2,2,4,1,11,6,8,1,9,3,7,3,7,6,1,2,5,13,4,6,1,2,8,5,0,7,5,3,12,5,4,2,1,2,21,11,6,0,3,9,0,7,1,9,0,4,5,3,3,3,3,11,2,7,5,2,7,5,11,3,1,6,26,1,8,2,5,17,6,5,4,6,5,2,7,5,13,7,1,1,4,6,7,7,2,4,2,2,3,10,56,5,9,8,4,3,8,5,4,3,8,13,5,5,4,4,6,5,5,2,2,5,4,13,6,6,0,7,6,5,0,2,6,6,6,3,6,7,12,8,5,19,7,8,2,27,3,2,3,6,3,3,2,14,3,5,3,1,0,8,4,4,2,8,1,2,22,20,7,6,6,10,5,1,4,10,1,0,5,6,21,0,0,5,6,5,4,3,3,4,4,2,11,12,6,9,10,6,12,9,7,1,22,5,10,0,37,9,7,7,6,4,1,3,1,4,3,4,8,12,8,1,7,1,3,5,4,23,4,10,5,6,5,0,7,5,17,4,6,5,3,19,4,25,7,2,0,3,1,7,4,6,3,3,2,7,9,3,3,6,9,5,7,21,8,3,4,7,2,2,7,6,4
nh0064,0,5,7,3,15,0,8,0,14,12,2,5,12,4,1,9,1,2,9,3,6,1,10,8,4,10,41,4,4,2,9,4,4,6,3,1,12,3,0,2,4,6,0,10,2,4,0,6,3,8,3,9,12,6,3,4,5,19,2,2,8,1,3,2,3,5,4,2,5,4,9,3,12,3,0,11,7,7,5,1,4,11,21,9,12,0,2,21,17,11,2,0,13,5,13,10,1,1,0,1,3,2,2,25,1,2,2,0,18,5,25,8,4,1,8,17,0,5,8,2,3,0,3,10,5,1,9,10,0,11,13,4,4,5,10,1,11,2,6,3,2,3,7,1,5,1,8,8,8,1,17,1,3,8,8,5,3,6,6,3,7,3,6,9,0,10,2,11,3,2,2,10,3,1,9,1,9,8,10,5,15,10,3,1,0,1,14,5,0,11,6,3,6,2,8,4,14,1,6,5,5,5,3,9,1,7,3,5,4,2,0,12,4,19,3,5,6,6,2,10,10,0,0,4,11,5,10,14,3,9,3,6,0,1,4,2,5,5,1,2,2,5,0,10,1,3,2,4,5,4,7,4,5,1,6,6,5,3,1,2,5,3,0,3,14,3,7,5,3,1,2,7,20,5,5,7,2,7,1,0,3,0,7,8,2,3,7,2,9,1,4,8,7,2,2,4,2,0,1,10,12,3,9,5,0,2,5,23,5,15,4,6,4,2,2,5,1,3,8,2,6,6,3,4,2,6,1,1,1,5,4,12,8,17,5,6,5,12,9,1,5,14,7,6,8,6,14,4,0,0,2,1,3,3,11,3,1,6,13,10,5,7,5,17,7,12,3,7,12,4,44,4,1,10,7,4,5,12,13,4,1,4,5,7,2,0,2,2,2,5,1,0,9,5,6,0,3,8,3,0
nh0065,0,1,4,0,4,0,0,0,6,11,2,4,2,0,1,0,2,0,0,1,0,0,4,0,0,2,17,0,1,1,7,1,0,1,6,0,4,1,0,0,0,0,1,0,0,0,2,4,1,8,1,2,0,0,0,8,1,4,1,1,1,5,2,0,1,2,1,0,7,8,4,3,4,4,0,11,0,2,1,0,0,2,7,2,5,0,1,0,1,0,0,0,2,2,8,4,1,9,0,3,3,0,1,4,0,2,0,0,12,1,6,1,1,0,1,2,3,5,5,0,3,1,1,1,1,2,5,7,5,1,3,0,4,0,1,0,3,5,0,2,3,0,2,4,2,6,2,2,4,3,2,3,0,4,2,0,0,1,2,1,2,0,5,0,0,11,2,2,1,1,3,4,0,0,0,1,3,3,4,6,3,2,0,4,1,2,0,3,0,2,3,1,2,6,4,2,3,0,1,2,1,2,2,0,2,2,0,1,3,2,0,5,3,8,0,4,2,1,3,2,1,0,0,0,1,0,4,4,3,1,3,4,3,2,0,2,3,1,1,1,2,8,1,0,1,3,1,0,3,1,2,2,1,1,4,1,0,2,4,4,4,2,2,1,6,1,0,5,0,0,0,5,4,3,1,5,1,2,1,1,0,1,0,1,1,0,0,0,2,0,0,1,3,0,1,0,1,1,0,3,8,0,4,2,0,0,0,5,1,4,0,2,2,1,3,1,1,1,0,3,0,1,0,0,1,0,0,1,2,2,1,4,2,3,1,0,0,4,4,0,1,3,0,2,1,3,3,1,0,6,0,0,1,1,1,0,0,0,0,4,0,0,9,6,1,4,3,6,4,2,7,1,2,5,1,1,1,3,2,1,0,1,3,2,1,1,0,0,0,0,1,1,2,2,0,2,0,5,2,0
nh0066,15,0,7,22,55,0,12,14,9,15,12,7,43,16,6,39,4,2,0,17,3,7,32,5,3,0,49,5,9,15,13,4,9,12,3,2,29,6,4,6,9,14,3,14,8,12,11,31,12,6,14,9,27,35,7,15,13,3,15,17,17,2,2,18,2,6,17,7,11,4,10,2,2,4,7,6,6,6,2,2,2,8,3,18,32,6,8,7,27,3,6,4,12,8,36,7,4,6,3,1,12,20,7,5,3,19,3,26,15,18,72,8,19,38,29,8,0,5,4,27,10,13,40,30,1,8,7,29,1,17,13,3,25,25,19,6,5,9,8,11,5,9,2,18,12,4,4,2,3,2,22,5,9,13,15,6,15,9,4,23,8,11,5,19,4,15,7,31,10,4,17,27,23,12,0,14,9,3,16,10,4,0,7,37,7,5,6,7,1,7,7,17,9,29,2,18,8,10,19,15,11,7,11,4,1,2,4,6,3,12,3,19,8,32,21,4,16,5,8,7,13,8,10,6,10,7,17,48,9,28,16,5,14,4,5,29,9,6,28,3,4,9,1,5,9,12,7,5,7,6,24,7,5,1,17,2,8,15,1,3,0,3,2,10,54,30,8,30,36,23,28,10,30,18,16,3,12,21,5,7,7,1,3,6,9,4,6,16,2,5,20,4,2,22,13,5,45,32,30,51,25,2,2,5,3,6,14,68,11,30,19,18,15,18,25,15,21,8,12,17,51,14,27,5,39,32,12,14,31,47,12,36,9,48,7,14,11,31,29,8,5,10,16,15,5,8,10,9,2,19,5,10,5,33,57,6,29,16,32,5,14,10,4,29,6,22,7,7,69,7,61,12,2,5,7,6,3,16,26,8,11,4,12,7,3,6,6,4,13,9,8,9,1,25,8,10,19,27,37,5
nh0067,2,1,1,7,25,2,3,2,2,12,2,0,2,0,1,1,0,0,4,3,0,2,8,4,2,0,7,2,0,2,5,0,1,4,0,1,4,3,2,0,1,1,0,1,2,1,1,0,3,5,2,9,1,13,3,8,3,5,0,0,5,7,0,0,0,1,2,2,2,2,1,2,2,2,0,0,1,6,0,19,1,9,1,3,1,0,0,1,10,4,1,1,6,4,5,5,3,1,0,0,4,5,2,3,2,4,7,1,9,1,6,2,2,2,0,0,6,0,1,1,2,0,4,1,3,2,4,2,8,1,5,10,1,1,9,1,1,6,2,2,2,1,3,1,2,5,4,4,2,3,0,1,1,6,1,3,0,2,0,10,4,1,5,12,0,12,1,0,0,2,1,7,1,0,3,2,7,3,0,7,0,0,3,7,0,4,0,1,3,1,5,3,2,4,4,0,0,0,3,10,2,3,1,6,1,4,4,0,0,2,1,3,4,7,1,1,1,1,1,2,3,2,1,3,4,5,10,21,0,2,0,1,2,6,1,3,5,1,4,3,2,3,1,0,0,7,2,3,0,1,6,1,3,5,1,1,0,5,0,4,1,2,0,3,3,1,1,0,1,2,0,0,4,1,3,2,3,4,3,0,3,1,0,0,2,3,1,0,0,0,1,0,0,1,2,0,5,0,1,0,4,6,7,2,1,2,1,9,6,3,0,4,1,0,1,2,0,1,3,6,2,2,3,3,0,1,3,1,0,12,0,4,0,9,0,4,0,11,4,1,2,1,4,0,2,0,12,2,1,1,3,0,3,8,4,0,2,6,10,4,1,1,2,5,2,0,1,1,8,1,24,6,3,0,3,3,1,13,8,5,4,5,11,6,5,3,3,2,3,1,0,2,5,2,2,1,4,3,4,1
nh0068,3,4,2,3,33,0,0,1,2,17,12,1,3,5,2,8,0,6,12,11,6,3,5,2,0,0,36,1,0,6,24,2,6,7,7,8,11,7,3,2,7,1,4,4,10,2,8,4,3,2,3,2,0,0,0,10,12,0,0,0,15,3,3,1,6,4,3,7,5,4,5,4,2,3,0,5,2,3,1,0,0,2,1,0,8,10,2,12,3,5,4,0,9,6,18,13,5,18,4,1,2,1,1,6,2,4,7,2,8,8,16,1,5,2,6,1,0,0,0,4,2,4,7,2,11,8,2,3,1,3,7,1,6,4,3,5,0,1,1,11,1,3,6,6,1,7,3,5,8,6,9,6,2,2,2,2,3,2,11,6,4,6,4,1,1,17,7,3,1,0,4,4,0,1,11,1,0,5,1,4,3,0,16,13,2,5,1,3,5,4,12,0,1,7,0,5,0,3,5,23,2,5,1,3,14,0,8,0,1,7,0,6,1,1,8,2,3,1,0,5,3,6,2,3,2,2,4,40,5,3,11,2,1,5,2,16,1,13,0,15,4,5,0,0,0,1,0,0,0,1,14,7,0,5,2,1,2,6,3,8,1,1,3,6,3,12,8,3,5,7,8,5,7,5,2,4,2,9,6,5,2,3,0,7,2,3,0,1,12,4,3,5,0,8,5,1,8,0,2,4,1,1,19,0,1,7,4,15,7,2,2,3,4,4,3,2,1,8,1,6,4,2,6,7,1,7,3,8,0,8,5,3,0,7,1,4,3,11,14,4,2,10,3,5,2,3,8,6,0,7,1,5,6,11,6,3,2,1,4,2,2,2,2,5,0,1,1,3,3,1,38,7,2,9,1,7,2,16,14,13,8,7,5,10,2,5,2,3,7,6,4,4,3,2,3,3,5,3,4,2
nh0069,0,18,11,21,47,43,10,0,6,21,14,20,9,3,4,16,3,7,4,5,15,3,15,33,4,4,46,1,4,10,18,11,7,7,14,21,28,9,9,14,8,5,12,18,13,11,10,18,7,7,9,12,13,16,10,4,13,22,7,2,10,6,3,6,0,3,2,12,16,14,3,7,22,32,1,20,9,18,66,42,22,13,8,8,37,4,18,34,17,14,18,5,31,6,34,46,6,19,3,1,10,20,4,39,6,16,11,4,15,32,25,5,14,6,12,2,15,7,8,15,4,6,10,14,14,1,9,14,1,11,7,5,8,9,10,1,39,14,8,22,19,28,18,1,15,6,11,5,17,19,19,3,20,17,19,5,13,9,2,23,3,9,37,6,32,25,11,6,13,6,9,28,4,9,4,6,9,12,9,6,17,4,9,1,12,3,14,32,11,18,28,9,5,30,12,13,9,9,6,24,12,10,7,10,17,12,20,3,1,8,25,29,17,28,5,9,14,12,21,9,6,5,5,7,14,11,8,63,7,4,23,6,6,7,15,9,20,21,7,32,10,31,4,17,2,31,1,23,15,10,41,8,6,10,14,4,15,18,12,2,11,10,30,10,4,7,12,2,3,9,7,13,19,1,2,7,3,9,3,12,9,14,16,23,7,0,3,5,22,17,5,4,5,3,5,9,5,1,6,3,2,1,4,5,8,13,20,47,9,7,5,7,5,2,7,7,11,8,7,12,5,9,8,9,9,6,7,9,6,28,10,9,5,30,17,8,13,32,27,11,8,18,12,12,5,50,22,12,5,25,4,14,8,11,14,5,10,22,11,16,4,1,6,26,7,10,7,6,69,11,41,28,10,15,6,7,7,40,32,7,16,12,19,11,5,15,4,11,5,10,2,3,1,6,6,7,7,10,10,11
nh0070,1,0,1,7,12,0,0,0,2,16,0,0,6,0,2,4,1,1,6,3,0,6,7,0,7,10,4,1,0,6,1,0,1,2,7,2,3,0,0,1,1,0,0,2,0,0,1,13,0,3,4,1,2,1,0,0,4,1,1,8,1,0,2,1,0,3,1,2,1,0,1,1,0,6,0,1,1,7,0,0,0,2,1,4,4,0,2,0,6,0,5,4,5,22,25,12,1,10,1,2,1,1,0,10,7,0,1,1,5,3,9,6,0,1,1,0,0,0,0,2,4,4,3,6,8,1,0,4,0,7,0,0,2,3,0,5,0,0,4,7,1,1,2,10,0,3,0,0,1,3,1,10,1,2,0,1,1,1,5,3,1,1,11,1,0,12,0,4,1,0,1,2,0,1,5,3,2,3,1,0,0,10,0,1,0,0,1,0,4,0,10,2,0,3,1,4,1,1,4,5,2,1,0,2,3,1,2,0,1,3,1,1,4,8,0,0,0,3,1,5,3,4,0,0,2,4,3,4,4,0,2,2,0,2,0,2,2,5,3,10,0,3,1,4,1,0,0,1,2,0,8,0,0,1,2,2,1,4,3,4,4,3,12,3,2,3,0,0,3,0,3,2,1,4,4,0,4,0,0,0,4,9,4,0,0,4,3,0,0,1,4,1,2,3,1,5,5,0,1,0,7,4,6,1,6,1,10,8,4,0,1,3,1,5,0,4,0,1,0,0,1,0,2,1,2,3,2,1,2,11,0,3,1,5,0,1,0,19,3,1,2,1,3,3,1,5,5,2,2,0,1,0,1,3,0,2,2,0,1,1,10,0,2,1,2,3,0,0,6,1,19,4,2,4,2,4,4,15,8,3,2,4,4,3,1,0,3,0,0,2,0,1,2,4,3,0,1,2,4,1
