,subgenre_level,class1,class2,mfw,token_unit,normalization,data_repetition,cv_call,o de,a de,s de,e la,de l,e el,de e,a el,ente,ando,e de,o qu,a la,para,ment,os d,a co,n la,a qu,esta,s qu,ento,e ha,e lo,de s,la c,e su,ción,el c,n el,a en,en l,ante,ient,ue e,en e,o en,e es,como,o se,e se,e co,n de,ue s,abía,as d,a ca,e en,o co,ue l,habí,e qu,el p,do e,s co,cont,r la,enci,entr,a su,e un,ncia,es d,endo,la m,iend,pero,r se,a es,ella,aban,amen,os p,os a,aque,la p,o la,taba,todo,os c,ar l,ntes,quel,o es,do d,do l,o el,n su,de a,el m,do a,r de,a se,do s,ació,s en,idad,e no,a un,ombr
10,subgenre-theme,novela histórica,other,100,4gram_chars_word,zscore,1,0.0,-0.7502445048019507,-0.17421333923668442,0.6255377854111412,-0.40325823667407545,-0.4307382535930977,-0.28466425363576897,-0.07024526582069641,-0.5426406140646112,0.4704029522648644,-0.21228955009160197,-0.5069859676490406,-0.3090456749653882,0.09515224190690312,-0.28991906292072656,0.2062508788031497,-0.43360428130643824,0.7807989700908832,-0.21578130603225013,0.11140741673512328,0.4012228594103361,-0.053665298432020336,-1.9413688907082332,-0.27672716553446103,0.12334657444934365,-0.05870795532756784,-0.4588042075372055,-0.3226323207569017,0.0360987730771917,-0.6142806592692073,0.7490420483090401,0.6686039361760175,0.22175720983372094,-0.1954145471647289,1.0029046148885103,0.4361674133215546,0.7625222424808137,-0.5004528780041622,0.2732924830512635,0.3208705936666416,-0.4404881192496475,0.0326323607044261,0.011596229940636305,-1.2992967535454083,-0.2496371415566106,0.3912533240421171,0.7964125274621242,0.09214645913829772,-0.0009029442393606037,-0.4262677793675138,0.5726824333747182,0.4491837514836464,0.2745704038058558,1.0293630492643255,-0.7444525503110625,-0.14907909773821806,-0.6557623497087262,0.2415326187184437,0.9569392282424236,-0.6949256902677619,-0.5000707953698301,0.5125363215556493,-0.8015213534106223,-0.01356292684018201,-0.3962487820743475,0.7928643316649898,-0.3051363083796261,0.21355393449906973,0.22084242951975114,0.7214067268397768,0.4689072112073681,-0.8142233301816281,0.38561234477932976,-0.9543644022016824,0.2311134764501649,-0.5709111434036063,-0.5200390942326675,0.35661049927782595,0.4853110732232501,-0.2827152896180482,-0.6477093629212874,-0.2587521156698005,-0.20842314461429493,-0.4330143762717159,0.503197846341682,-0.3691996772766215,0.3218832026020365,-0.9644812459526368,0.4568800766204355,0.3215326591364983,0.6948321715859433,0.1474445258474792,-0.4164580474614175,0.5256576661268647,0.21421964369413715,0.17981025546227275,0.19528821738257554,1.168317432424661,0.3561875714872874,0.810080525233698,-1.1232275121086726
11,subgenre-theme,novela histórica,other,100,4gram_chars_word,zscore,1,1.0,-0.8805210690197165,-0.3482705289718009,0.6907676609141791,0.00759497148579258,-0.3320950967018028,0.09644667926725103,0.07808693607507955,-0.8654609117518517,-0.08448009108734911,-0.2672706012008157,-0.7403342316218913,0.001780908298780748,-0.03366711425839375,-0.2885655624758461,0.01728525604465103,-0.5491344050138407,0.6647610460251565,-0.31440581106282584,0.04341166326020063,0.1369469351447754,0.20189594760889815,-1.5630562673063242,-0.3713440809928696,0.20013201947022566,-0.27474824847508605,-0.516195738282399,-0.07250706289983877,0.12495288151245545,-0.33638637361840784,1.1633271851194014,0.7059001280941875,-0.04617272200876621,-0.2674838678591538,1.0054911007793632,0.40945781852855867,0.9751868415909938,-0.1929314417506931,0.13897548973253104,0.3354273623556632,-0.3248442880589593,-0.06073295959433755,0.3042494357319372,-1.4940392029060436,-0.2377878777254696,0.5364890231977453,0.8136978951443352,-0.16289103745822994,0.030700331306780407,0.11681039940288085,0.5077170317076559,0.628120863487093,-0.06377616218170479,0.6433921101728949,-0.9327056563225282,0.2754200180799573,-0.20272428813383625,0.3254376425107701,0.908670943046717,-0.3029663216315297,-0.16646208843314736,1.1565923818737278,-0.8761994990728437,0.010447209968160287,-0.2095188698283572,0.934078077729256,-0.4761898656309689,-0.2269143214394025,0.1884966741155252,0.7305987684362685,0.701727188352472,-0.7755482954270512,-0.06719370880485043,-1.2889267352037068,0.4729506381499979,-0.6765959639700954,-0.671499311747789,0.1779110957605673,0.4087025372323849,-0.1611132642622557,-0.617244018705285,-0.3967107685757021,-0.023621799784573128,-0.5392683012169703,0.6928199753309333,-0.0126295530838334,0.014082052193943316,-0.7095268594858988,0.6929075804765603,0.15371211719450262,0.8563632140084833,0.014008562895694077,-0.21261251047320304,0.4942927366278082,0.5259221802066882,0.2977784662827885,0.13765924763885473,0.7361444449406933,0.3814849611451587,0.8716328951113597,-1.4250413859881108
12,subgenre-theme,novela histórica,other,100,4gram_chars_word,zscore,1,2.0,-0.6545989940341627,-0.3500139643520235,0.91809325017945,-0.4676740155805258,-0.6141472594517816,-0.06254722270927221,-0.10387333613844753,-1.0322809902815953,0.19091345793098646,-0.14905089352849632,-0.20205249247856585,0.0025429053080665287,0.5828357570272137,-0.1787909857297888,0.1297601773191715,-0.4118860680103066,0.8326831477987366,0.1939814683231872,0.4285920667968578,0.19731760372832585,-0.310144945608024,-1.5710313087736851,-0.12237893437120155,-0.1646001868350756,-0.3925996516856172,-0.5768954513068073,-0.11059568471669624,0.12049297921507345,-0.5388268008653893,0.7653617670717406,0.5693295693627813,0.4626233307476343,-0.473286661522526,1.1098911493402186,0.2390894374852763,0.6465828990413836,-0.3281972818068618,0.023918134075626683,0.5883387914062086,-0.3891160648523016,-0.135843569578254,-0.05471812871244708,-1.357504042466799,-0.6239982684978932,0.27678496224863697,0.7029443142804075,0.2737799696526263,-0.05503899944781426,-0.3478763485828051,0.4938325859671329,0.3533358035878088,0.1146825231965376,1.0036630998465523,-0.6780849920531068,0.11395278384373335,-0.3496901316715472,0.3253367296308847,0.6412680754740177,-0.1618694881791523,0.11756778773853545,0.8967187948351778,-0.7558719775351872,-0.17065027008217146,-0.2800834532680856,1.1590191484293568,-0.5950858087716427,-0.374220527303579,-0.08048242029959596,0.3115815879011773,0.4005067353105389,-1.0312507756108868,0.3068859335432611,-0.91446794028845,0.3566673255343787,-0.4387308280549302,-0.2275375733595039,0.3610563197828205,0.16677828582243126,0.009574921368334766,-0.8285803202278745,-0.04212160954891209,-0.31595675774663273,-0.31041308998016576,0.37936331621482855,-0.32853857528604835,0.4564945107639734,-0.7121025238315266,0.7301643171459083,-0.2403022523142303,0.7161039316667729,-0.01892677322337744,0.042356259684865886,0.7730645279171869,0.20585657038957936,0.30641012056915,-0.039238694234274514,0.98031990129481,0.3988634534378856,0.8807385054285521,-1.1625592535571443
13,subgenre-theme,novela histórica,other,100,4gram_chars_word,zscore,1,3.0,-1.464804563673824,-0.29438851602881044,0.5290284630753055,-0.242401204522648,-0.6605479225389119,-0.16247245720033487,-0.1445742021858607,-0.9044203790965429,0.19831338506624815,0.030119235793186983,-0.8283292350540947,0.11185538381574324,-0.17614056381461118,-0.274308220018916,0.11821585699916025,-0.6787477162372086,0.9154720720242722,0.19661175697141786,0.25041653629665905,-0.00492476386137386,0.029782610298299424,-1.6381915167242842,0.11332444553759925,-0.0880027342745886,-0.4568076343346519,-0.487501547459015,-0.195412409577894,0.0786188466646327,-0.6983827449996353,1.1383361143162198,1.000698743026238,0.3133730738718317,-0.10218772408737233,1.179595930713213,0.21778446950704367,0.6644163487456003,-0.07359522481839931,-0.0917990238064218,0.6093366068849979,-0.35023959318619746,-0.1811143570287008,0.602983236099538,-1.0051001401833564,-0.3482108287273669,0.07361398506381467,0.09932395795626103,0.07276624231174056,-0.22512094106263048,0.2387601408694584,0.6262402072014915,0.1662258846406095,-0.2784662716603079,1.142985875767483,-0.7366489486444836,-0.09821223801154866,-0.3903784533113157,-0.1755546977553335,0.9798436400910572,-0.3787484195298048,-0.4325899616500109,0.6562362943581452,-0.4782968325395303,-0.07594137449960958,-0.3076252868320395,1.1005752703614124,-0.6153913327763416,-0.19051437242496186,0.0016208394165644346,0.497299152534034,0.3253716738684789,-0.8416223942495762,-0.0936058458026876,-1.0276714642308638,-0.0013517025126339455,-0.5208466128506704,0.02486231524142557,0.23043547972190026,0.20202710069457866,-0.32849126089045005,-0.4531605370379614,-0.6698200029403605,0.05311642094639013,-0.34820671715969875,0.2856665440002941,-0.5359409991137392,-0.006980850465133193,-0.7079884152595946,1.1851170782640743,0.08268299510911081,1.0567351080328962,-0.2228407385075608,0.027065212377690214,0.6027500547178612,0.5346160652463461,0.2074665226065806,-0.2459398906039052,1.089211822743276,0.4558971805723786,0.7748994891992596,-0.990480977124522
14,subgenre-theme,novela histórica,other,100,4gram_chars_word,zscore,1,4.0,-1.0074746134982226,-0.20389131145411696,0.7529489906425364,-0.2099604145541664,-0.443051297916392,-0.12833665890797324,-0.016800219978701198,-0.7289052213416841,0.3052965234414255,-0.18316904725510885,-0.4632658147551724,-0.1710972760730794,0.21762177559637094,-0.5147236898377919,0.1452325299120803,-0.4046589715610399,0.519781766551895,-0.09586280676555037,0.2858883216766913,0.2623235367589957,0.09821750012428836,-1.7550419695914037,0.033235822837643036,-0.013484632431715216,-0.19297549498263825,-0.9315210308867552,0.008194348574556254,0.04502471519103191,-0.4527516339432986,0.950187779912958,0.7517757749114495,0.2526707305712172,-0.5689185549654068,1.2107137603457077,0.22537950073469545,0.542566773457193,-0.5109975633412713,0.1407243852690548,0.2646518102945211,-0.3804894880882346,0.21252027950332011,0.21254560462647612,-1.2327796721715547,-0.19010613051594907,0.2252269651898704,0.6110541873995371,0.2779236625655005,0.02088835294832048,-0.15254076139368794,0.3566139740490895,0.352413138877101,-0.07971029536547691,0.8931499997664204,-0.6502266210630278,0.5401668891634848,-0.5657490205551501,0.4259118291942941,1.1297905147047698,-0.2216771579933312,-0.2416531224895168,0.7359994599926899,-0.6690901618886934,-0.3105694544114545,-0.3676955203502028,1.2218434498742352,-0.5663188631614592,-0.11278475533742445,-0.0611277321546459,0.5045935662615114,0.532809178732774,-1.166121429349883,0.18167099481749832,-1.2268122189753046,0.06501571698555814,-0.4734330196900665,-0.454843111145769,0.1624039809297711,0.32965536534520423,-0.4936848947550949,-0.6720641555815979,-0.2726034180216788,-0.12709384257481315,-0.2847290147620597,0.5169344372740333,-0.11945019769892927,0.22355934712354544,-0.9208393672519448,0.6427814627790684,-0.015344694936481941,1.0294424823383943,0.16812675621864526,-0.4902589162499189,0.6949260502421633,0.3154031778531835,0.1875291168838914,0.08749910782598573,0.9979635783432752,0.6611865184073633,0.9433394607001716,-0.9817846612725092
15,subgenre-theme,novela histórica,other,100,4gram_chars_word,zscore,1,5.0,-0.8507103504820261,-0.11470234635193488,0.6487565782055,-0.3085586392194781,-0.5341391197834224,-0.15055094730712726,0.07784831297677086,-1.1177881515429005,0.5128337663383883,-0.3406852363446136,-0.9823409763535512,-0.18647671424684176,-0.01266773292947998,-0.246023299656042,0.30973562024856616,-0.6550764104837259,0.7745687126410286,-0.07317402094829306,0.4784172009525187,0.5594018456461463,0.3076980618454321,-1.605162166592884,-0.04742273044290357,0.3971731759249604,-0.24891463782209575,-0.8690038569785448,0.05411147752696832,-0.3630561747482636,-0.4154192802346303,0.739846731472218,0.43169029239515777,0.1756528705997662,-0.4990193574626463,1.1671554898541718,0.20034371025011688,0.6188146410761459,-0.3519445508963066,0.5157888947821629,0.4677793795211036,-0.2808711050976396,-0.03903119669287136,-0.13103336677071575,-1.4421302023865614,-0.08132949012519586,0.17348246059497266,0.6287999416312682,-0.18062128235353536,-0.22066557766209086,-0.05879704589234391,0.5177430533474947,0.2202681662654352,-0.09247396912085792,1.07740628948294,-0.7553814108075467,0.26811672918479995,-0.5772981930674234,0.2139610383628031,0.7577606867350708,-0.3511792288057334,0.2202038812248649,0.7907782042233594,-1.0228142113433796,-0.1535747353584378,-0.3676207585089529,1.1806626713568869,-0.4511670270579665,0.06557278989478244,0.4178949536958695,0.6143595299779561,0.5329949047954082,-1.0632748169234711,0.11834084535475076,-0.6861193441908369,0.15067971207645006,-0.6687268125024727,-0.1652096381294204,0.019176073274383587,0.10626416840757548,-0.5182128627117047,-0.6644091952098324,-0.5077694367040602,-0.21361416088274746,-0.5403903297073648,0.41939712732090817,-0.3020637192532276,-0.01133899909947117,-0.8744521308146989,0.6402689980763749,0.14632481404881892,0.7492194730607592,-0.13211407922623208,-0.2657706930098087,1.0431312907210768,0.32186309701895754,0.09126870278445408,0.13864690789274206,0.9229870928218108,0.5688509765351382,1.0526381371192297,-1.150912822401306
16,subgenre-theme,novela histórica,other,100,4gram_chars_word,zscore,1,6.0,-1.1848935271745065,-0.15064742604895054,0.8695211968031777,-0.25715430358923114,-0.33038647308919605,-0.0677810239144947,0.061741583003309626,-0.8241332764365097,0.3395227733520039,0.10907797318672956,-0.6935149985259799,-0.17659878595168382,-0.04404175744881162,-0.4424651586345401,0.2563180104056185,-0.24243964997321146,0.6673740898831859,0.020582554054372596,0.3044853753832782,0.2825755795341732,0.04975198434682465,-1.6753346126296542,-0.3232272258939573,0.15104647141157784,-0.2238960392485664,-0.8034362111648217,0.0654303750831976,-0.022385498935359183,-0.2449340683943005,1.0440939268002083,0.9137606672944448,0.014799317934408697,-0.7405737108599201,1.3870177490046698,0.42482159304732897,0.6054387582722138,-0.4791405189761877,0.22634763664776555,0.3679768384286074,-0.418975259965128,0.08771129159068039,0.09283471758235318,-1.4181275038962868,-0.19537946765126246,0.3120917448545053,0.6543937493376323,0.24020595423267396,0.03150649270423417,-0.308232522883426,0.4345225915453961,0.4037499998466752,-0.08517062760789762,0.9410998513289656,-0.3050494181056942,0.15789045840352722,-0.5294590138193129,0.3357203209586462,1.005166761127758,-0.2982804539692442,0.21551050389481616,0.8939277782915831,-0.9701953138436046,-0.3393390118891394,-0.3286936690245343,1.2230210725875774,-0.3631725674988772,-0.1895142246176144,0.018151494313160762,0.5678753551948584,0.4741837533105207,-1.3115349434821342,0.3419147054329688,-1.0986500543448514,0.3445762777137716,-0.6955815521942985,-0.24673568280491334,0.14292304244850915,0.17719371493363445,-0.30797273501656103,-0.5413415353702067,-0.4269600558658307,-0.40291981108842106,-0.5444985751810936,0.6686621440183161,-0.5669683444504777,0.17780624774547416,-0.9368008497591978,0.5102615728816421,-0.018705890338378384,0.9281328961393336,0.006233151232691525,-0.2414070714582309,0.7043939026396971,0.17030457772902294,0.07028008724628408,-0.07165906508524593,1.2832631884253758,0.7536634444708123,0.963397221080424,-1.0828630016422869
17,subgenre-theme,novela histórica,other,100,4gram_chars_word,zscore,1,7.0,-0.5604363311486784,-0.4997881055254493,0.3608205015842387,-0.08482834564779207,-0.3308959925611711,-0.4720308594483546,-0.061629155646745176,-0.7899311657147505,0.4084646862298077,0.15952290485180098,-0.27277889514596765,-0.14995452037153395,0.21023910135364288,-0.4688430885049106,0.27517302316508696,-0.5852579990024838,0.5053468629189191,0.34119451451766786,-0.028380063654009687,0.4106517657495885,0.2026351313213596,-1.4349808913922724,-0.06297694413553989,-0.03296846782223162,-0.1108302754743331,-0.423959910544774,-0.05877133220749125,0.12934607107290508,-0.6070365448190974,1.120609020772376,1.4909686770948916,0.2669159554226316,-0.3118796384932609,1.221599989777364,0.333161835802965,0.6540266571916318,-0.2526666991721439,0.2994153326063842,0.1542150326325814,-0.6551174764875675,0.08431339688815359,0.1661472901225487,-1.1122046397114935,-0.2890660179712131,0.1137444165983154,0.670376656305341,0.10754049367829373,0.19657614406303425,-0.2048296547096036,0.2448681350618019,0.15202888088624267,0.15817778650366132,0.5918333418534418,-0.3948843438700544,0.2972102765240565,-0.4539964472452272,0.10298366140744686,0.717448661574138,-0.2470677636925327,0.16209141288064832,0.687911145300979,-1.097797264694102,0.09168885027394247,-0.33610040170412714,1.2030920345109228,-0.549759478417426,-0.3101422166265906,0.02511250739670356,0.29436414152292345,0.4438307593292076,-1.004157045112305,0.14215546121363376,-0.8943348292993454,0.07761781655432587,-0.4965492307854987,-0.39563996626198894,0.11236827197427182,0.04820682336102178,-0.4328301450293716,-0.4257304291406932,-0.2697968663115632,-0.14119007788100454,-0.2563303287508901,0.3864510343766376,-0.16428669253585393,0.2971701532565054,-1.0698467274407446,0.2354818685851041,0.14267317342532304,0.4910236590971078,0.1802376537582616,-0.035175144041463824,0.3845194991306581,0.172763202613482,0.1316499347194775,-0.08443977002962078,0.903080197308636,0.8545300783477771,0.2790977712223499,-1.3811808626256243
18,subgenre-theme,novela histórica,other,100,4gram_chars_word,zscore,1,8.0,-0.797625523735173,-0.197416362518382,0.2676022604738395,-0.05399124245973413,-0.5448789264273604,-0.0908234437087756,-0.2280671719620772,-0.8016100542508735,0.5056706994845888,-0.2848582029901285,-0.5749642212027621,-0.1476192182488219,0.04772057902236832,-0.4693294620434543,0.3702950003454655,-0.7033458175046909,0.4711612463821737,0.11882083002492815,0.4192900423585359,-0.049923970175246746,0.03382084737466362,-1.5741062026656425,-0.2596438034398536,0.1220826296467099,-0.2766104320212982,-0.8361562100558171,-0.22885993417917605,0.06202769102708128,-0.6856097450865771,0.7968703508402364,1.05359870875765,0.38867839495742856,-0.3670106745686679,1.0837113595897057,0.3830656927377257,0.6319631992790332,-0.2599265395120056,0.0052121088376615434,0.6340499641847326,-0.30225938188440044,0.08262304860748565,0.15036721448297585,-1.2441201065309777,-0.08877829401376244,0.3357314067216,0.6943949263477911,0.005975199698717071,0.0625008123746646,-0.36598743591744987,0.603187649048443,0.4374453476381524,0.2264662027417213,0.5710723803800307,-0.276198937565583,0.11255374145447428,-0.04291526639123355,0.23600596783627964,1.0685470213783197,0.02363656749235099,-0.20708530012618745,0.6919013438763121,-0.5545218039501202,-0.0612314574026398,-0.3079366054330071,1.0506190879641946,-0.3157425673444257,-0.08120033417124717,-0.0948785739593675,0.5532475301116992,0.6731519567852902,-1.1398698794022155,0.31649020055912136,-1.1252005282394828,0.19584690880051325,-0.6205109699091544,-0.37120352437241133,0.3723707783650391,0.17926424170776512,-0.245315916887559,-0.8224112620260104,-0.3754674162744594,-0.145701886395888,-0.5173254167690089,0.5308370543615983,-0.5906743517130728,0.03755283816149746,-0.6889476303968515,0.5482583748033892,0.3935911479910531,0.2706427404455057,-0.3773698949580177,-0.19718485297363136,0.8152358924633583,0.3965025544149468,0.022162638677287988,0.2365531820200364,0.7679387399975999,0.6718630760680034,0.8616170215813147,-0.8614663540879284
19,subgenre-theme,novela histórica,other,100,4gram_chars_word,zscore,1,9.0,-1.3241706592658211,-0.2271231509319338,0.32570264171669594,-0.06881514763915586,-0.3584006110650708,-0.15972711638891826,0.1675218991438765,-1.0624378895127609,0.3405345539643003,-0.1886537993784514,-0.6560080173135048,-0.2793354033172094,-0.042676297298986254,-0.30173100849635803,0.3401653739745137,-0.6103607673907407,0.7346509169344797,0.2797431800280569,0.2380002899853181,0.08885830875859703,0.16961673436144695,-1.572648580810971,-0.4287462784285992,-0.08374764767278631,-0.013240198004524473,-0.5297555495311306,-0.1279175066274587,-0.0012530947244007162,-0.3547823036831024,0.9665418473144836,0.7386763529041155,-0.04125510391160714,-0.4648119240813198,1.17964561485574,0.434324462635334,0.7649365383027201,-0.3403435757530926,0.2770116872491205,0.13451840000754256,-0.22110574735661212,0.0427493347632012,0.02742006513249406,-1.3488316076968632,-0.22399508091433906,0.15830939039505987,0.4212495419636131,0.20694728331336165,-0.035231683412863424,-0.06482989481417922,0.6568150683620163,0.1910701254081021,-0.14558661557758312,1.0479318565062647,-0.4591358265848855,0.5742460824053219,-0.4473810951333781,0.23690981273998116,0.842373050351383,-0.4234178479304561,0.31358425939331624,0.6963509927739843,-1.1208746394796705,-0.04858600010379721,-0.4051792706060071,1.0262366330594763,-0.5189839409866028,-0.16593683240987067,-0.21253071775493204,0.41013184700984817,0.2988345930916214,-0.96918294003982,-0.0063139471840190095,-1.1790331809319634,0.6314224248623549,-0.5491702573409531,-0.33615959949877594,0.03923827784775447,0.2537758378634196,0.03953133106723738,-0.4099458084207679,0.09645758846725594,-0.4623657972369779,-0.4046696362656013,0.44729328777519817,-0.1898173898402644,0.2045376136750957,-1.042825568373726,0.4849563968144762,0.17131492890613154,0.8437623633971436,0.07296205376519715,-0.2741996658649555,0.5218580147479822,-0.11832804708144272,0.3293371602230719,0.15792543841238293,1.0869604209549737,0.47645950931797104,0.9192670951399884,-1.0960421051859732
20,subgenre-theme,novela histórica,other,100,4gram_chars_word,zscore,2,0.0,-0.7502445048019507,-0.17421333923668442,0.6255377854111412,-0.40325823667407545,-0.4307382535930977,-0.28466425363576897,-0.07024526582069641,-0.5426406140646112,0.4704029522648644,-0.21228955009160197,-0.5069859676490406,-0.3090456749653882,0.09515224190690312,-0.28991906292072656,0.2062508788031497,-0.43360428130643824,0.7807989700908832,-0.21578130603225013,0.11140741673512328,0.4012228594103361,-0.053665298432020336,-1.9413688907082332,-0.27672716553446103,0.12334657444934365,-0.05870795532756784,-0.4588042075372055,-0.3226323207569017,0.0360987730771917,-0.6142806592692073,0.7490420483090401,0.6686039361760175,0.22175720983372094,-0.1954145471647289,1.0029046148885103,0.4361674133215546,0.7625222424808137,-0.5004528780041622,0.2732924830512635,0.3208705936666416,-0.4404881192496475,0.0326323607044261,0.011596229940636305,-1.2992967535454083,-0.2496371415566106,0.3912533240421171,0.7964125274621242,0.09214645913829772,-0.0009029442393606037,-0.4262677793675138,0.5726824333747182,0.4491837514836464,0.2745704038058558,1.0293630492643255,-0.7444525503110625,-0.14907909773821806,-0.6557623497087262,0.2415326187184437,0.9569392282424236,-0.6949256902677619,-0.5000707953698301,0.5125363215556493,-0.8015213534106223,-0.01356292684018201,-0.3962487820743475,0.7928643316649898,-0.3051363083796261,0.21355393449906973,0.22084242951975114,0.7214067268397768,0.4689072112073681,-0.8142233301816281,0.38561234477932976,-0.9543644022016824,0.2311134764501649,-0.5709111434036063,-0.5200390942326675,0.35661049927782595,0.4853110732232501,-0.2827152896180482,-0.6477093629212874,-0.2587521156698005,-0.20842314461429493,-0.4330143762717159,0.503197846341682,-0.3691996772766215,0.3218832026020365,-0.9644812459526368,0.4568800766204355,0.3215326591364983,0.6948321715859433,0.1474445258474792,-0.4164580474614175,0.5256576661268647,0.21421964369413715,0.17981025546227275,0.19528821738257554,1.168317432424661,0.3561875714872874,0.810080525233698,-1.1232275121086726
21,subgenre-theme,novela histórica,other,100,4gram_chars_word,zscore,2,1.0,-0.8805210690197165,-0.3482705289718009,0.6907676609141791,0.00759497148579258,-0.3320950967018028,0.09644667926725103,0.07808693607507955,-0.8654609117518517,-0.08448009108734911,-0.2672706012008157,-0.7403342316218913,0.001780908298780748,-0.03366711425839375,-0.2885655624758461,0.01728525604465103,-0.5491344050138407,0.6647610460251565,-0.31440581106282584,0.04341166326020063,0.1369469351447754,0.20189594760889815,-1.5630562673063242,-0.3713440809928696,0.20013201947022566,-0.27474824847508605,-0.516195738282399,-0.07250706289983877,0.12495288151245545,-0.33638637361840784,1.1633271851194014,0.7059001280941875,-0.04617272200876621,-0.2674838678591538,1.0054911007793632,0.40945781852855867,0.9751868415909938,-0.1929314417506931,0.13897548973253104,0.3354273623556632,-0.3248442880589593,-0.06073295959433755,0.3042494357319372,-1.4940392029060436,-0.2377878777254696,0.5364890231977453,0.8136978951443352,-0.16289103745822994,0.030700331306780407,0.11681039940288085,0.5077170317076559,0.628120863487093,-0.06377616218170479,0.6433921101728949,-0.9327056563225282,0.2754200180799573,-0.20272428813383625,0.3254376425107701,0.908670943046717,-0.3029663216315297,-0.16646208843314736,1.1565923818737278,-0.8761994990728437,0.010447209968160287,-0.2095188698283572,0.934078077729256,-0.4761898656309689,-0.2269143214394025,0.1884966741155252,0.7305987684362685,0.701727188352472,-0.7755482954270512,-0.06719370880485043,-1.2889267352037068,0.4729506381499979,-0.6765959639700954,-0.671499311747789,0.1779110957605673,0.4087025372323849,-0.1611132642622557,-0.617244018705285,-0.3967107685757021,-0.023621799784573128,-0.5392683012169703,0.6928199753309333,-0.0126295530838334,0.014082052193943316,-0.7095268594858988,0.6929075804765603,0.15371211719450262,0.8563632140084833,0.014008562895694077,-0.21261251047320304,0.4942927366278082,0.5259221802066882,0.2977784662827885,0.13765924763885473,0.7361444449406933,0.3814849611451587,0.8716328951113597,-1.4250413859881108
